Product Title,Vendor,Category,Description,Price,Color,Brand
Q-Fashion Brown Travel Bag WA0002,vendorone,Corporate Gifts > Bags,Q-Fashion Brown Travel Bag WA0002,1000,Brown,Q-Fashion
