sku,_store,_attribute_set,_type,_category,_root_category,_product_websites,description,image,image_label,msrp_display_actual_price_type,name,price,short_description,small_image,small_image_label,special_price,status,thumbnail,thumbnail_label,updated_at,url_key,visibility,weight,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_links_related_sku,_links_related_position,_links_crosssell_sku,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,_group_price_website,_group_price_customer_group,_group_price_price,_media_attribute_id,_media_image,_media_lable,_media_position,_media_is_disabled
,,,,Watches/Wristwatches,Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Timex BW01 Analog Watch - For Men",,Default,simple,Watches,Home,base,"<h3 class=""sectionTitle"">Specifications of Timex BW01 Analog Watch - For Men</h3>
<table class=""specTable"" cellspacing=""0"">
<tbody>
<tr><th class=""groupHead"" colspan=""2"">FUNCTIONS</th></tr>
<tr>
<td class=""specsKey"">Chronograph</td>
<td class=""specsValue"">No</td>
</tr>
</tbody>
</table>
<table class=""specTable"" cellspacing=""0"">
<tbody>
<tr><th class=""groupHead"" colspan=""2"">DIAL DIMENSIONS</th></tr>
<tr>
<td class=""specsKey"">Weight</td>
<td class=""specsValue"">400 g</td>
</tr>
</tbody>
</table>
<table class=""specTable"" cellspacing=""0"">
<tbody>
<tr><th class=""groupHead"" colspan=""2"">GENERAL</th></tr>
<tr>
<td class=""specsKey"">Mechanism</td>
<td class=""specsValue"">Quartz</td>
</tr>
<tr>
<td class=""specsKey"">Type</td>
<td class=""specsValue"">Analog</td>
</tr>
<tr>
<td class=""specsKey"">Style Code</td>
<td class=""specsValue"">BW01</td>
</tr>
<tr>
<td class=""specsKey"">Ideal For</td>
<td class=""specsValue"">Men</td>
</tr>
<tr>
<td class=""specsKey"">Power Source</td>
<td class=""specsValue"">Battery Powered</td>
</tr>
</tbody>
</table>
<table class=""specTable"" cellspacing=""0"">
<tbody>
<tr><th class=""groupHead"" colspan=""2"">WARRANTY</th></tr>
<tr>
<td class=""specsKey"">&nbsp;</td>
<td class=""specsValue"">1 Year Manufacturer Warranty</td>
</tr>
</tbody>
</table>
<table class=""specTable"" cellspacing=""0"">
<tbody>
<tr><th class=""groupHead"" colspan=""2"">BODY FEATURES</th></tr>
<tr>
<td class=""specsKey"">Dial Shape</td>
<td class=""specsValue"">Round</td>
</tr>
<tr>
<td class=""specsKey"">Strap Type</td>
<td class=""specsValue"">Bracelet</td>
</tr>
<tr>
<td class=""specsKey"">Strap Color</td>
<td class=""specsValue"">Golden</td>
</tr>
<tr>
<td class=""specsKey"">Scratch Resistant</td>
<td class=""specsValue"">Yes</td>
</tr>
<tr>
<td class=""specsKey"">Case / Bezel Material</td>
<td class=""specsValue"">Normal Branded Case</td>
</tr>
<tr>
<td class=""specsKey"">Water Resistant</td>
<td class=""specsValue"">Yes</td>
</tr>
<tr>
<td class=""specsKey"">Water Resistance Depth</td>
<td class=""specsValue"">98 m</td>
</tr>
<tr>
<td class=""specsKey"">Dial Color</td>
<td class=""specsValue"">Golden, Cream</td>
</tr>
<tr>
<td class=""specsKey"">Strap Material</td>
<td class=""specsValue"">Stainless Steel Strap</td>
</tr>
</tbody>
</table>
<table class=""specTable"" cellspacing=""0"">
<tbody>
<tr><th class=""groupHead"" colspan=""2"">IN THE BOX</th></tr>
<tr>
<td class=""specsValue"" colspan=""2"">Watch:Case:Warranty Card</td>
</tr>
</tbody>
</table>",/b/w/bw01-timex-400x400-imadpahwzmwyafmz.jpeg,,"Use config","Timex BW01 Analog Watch - For Men",1245.0000,"<ul class=""key-specifications fk-ul-disc lpadding20 line fk-font-11 fk-fontlight"">
<li class=""key-specification tmargin2 bmargin2"">Dial Color: Golden, Cream</li>
<li class=""key-specification tmargin2 bmargin2"">Dial Shape: Round</li>
<li class=""key-specification tmargin2 bmargin2"">Strap Color: Golden</li>
<li class=""key-specification tmargin2 bmargin2""><span style=""font-size: 1.17em;"">Key Features of Timex BW01 Analog Watch - For Men</span>
<ul class=""keyFeaturesList"">
<li>Dial Color: Golden, Cream</li>
<li>Dial Shape: Round</li>
<li>Strap Color: Golden</li>
</ul>
</li>
</ul>",/b/w/bw01-timex-400x400-imadpahwzmwyafmz.jpeg,,,1,/b/w/bw01-timex-400x400-imadpahwzmwyafmz.jpeg,,"2015-06-07 15:12:26",timex-bw01-analog-watch-for-men,4,1.0000,1.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/b/w/bw01-timex-400x400-imadpahwzmwyafmz.jpeg,,1,0
,,,,Watches/Wristwatches,Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Timex BW02 Analog Watch - For Men",,Default,simple,Watches,Home,base,"<h3 class=""sectionTitle"">Specifications of Timex BW02 Analog Watch - For Men</h3>
<table class=""specTable"" cellspacing=""0"">
<tbody>
<tr><th class=""groupHead"" colspan=""2"">FUNCTIONS</th></tr>
<tr>
<td class=""specsKey"">Chronograph</td>
<td class=""specsValue"">No</td>
</tr>
</tbody>
</table>
<table class=""specTable"" cellspacing=""0"">
<tbody>
<tr><th class=""groupHead"" colspan=""2"">DIAL DIMENSIONS</th></tr>
<tr>
<td class=""specsKey"">Weight</td>
<td class=""specsValue"">400 g</td>
</tr>
</tbody>
</table>
<table class=""specTable"" cellspacing=""0"">
<tbody>
<tr><th class=""groupHead"" colspan=""2"">GENERAL</th></tr>
<tr>
<td class=""specsKey"">Mechanism</td>
<td class=""specsValue"">Quartz</td>
</tr>
<tr>
<td class=""specsKey"">Type</td>
<td class=""specsValue"">Analog</td>
</tr>
<tr>
<td class=""specsKey"">Style Code</td>
<td class=""specsValue"">BW02</td>
</tr>
<tr>
<td class=""specsKey"">Ideal For</td>
<td class=""specsValue"">Men</td>
</tr>
<tr>
<td class=""specsKey"">Power Source</td>
<td class=""specsValue"">Battery Powered</td>
</tr>
</tbody>
</table>
<table class=""specTable"" cellspacing=""0"">
<tbody>
<tr><th class=""groupHead"" colspan=""2"">WARRANTY</th></tr>
<tr>
<td class=""specsKey"">&nbsp;</td>
<td class=""specsValue"">1 Year Manufacturer Warranty</td>
</tr>
</tbody>
</table>
<table class=""specTable"" cellspacing=""0"">
<tbody>
<tr><th class=""groupHead"" colspan=""2"">BODY FEATURES</th></tr>
<tr>
<td class=""specsKey"">Dial Shape</td>
<td class=""specsValue"">Round</td>
</tr>
<tr>
<td class=""specsKey"">Strap Type</td>
<td class=""specsValue"">Bracelet</td>
</tr>
<tr>
<td class=""specsKey"">Strap Color</td>
<td class=""specsValue"">Golden</td>
</tr>
<tr>
<td class=""specsKey"">Scratch Resistant</td>
<td class=""specsValue"">Yes</td>
</tr>
<tr>
<td class=""specsKey"">Case / Bezel Material</td>
<td class=""specsValue"">Normal Branded Case</td>
</tr>
<tr>
<td class=""specsKey"">Water Resistant</td>
<td class=""specsValue"">Yes</td>
</tr>
<tr>
<td class=""specsKey"">Water Resistance Depth</td>
<td class=""specsValue"">98 m</td>
</tr>
<tr>
<td class=""specsKey"">Dial Color</td>
<td class=""specsValue"">White, Golden</td>
</tr>
<tr>
<td class=""specsKey"">Strap Material</td>
<td class=""specsValue"">Stainless Steel Strap</td>
</tr>
</tbody>
</table>
<table class=""specTable"" cellspacing=""0"">
<tbody>
<tr><th class=""groupHead"" colspan=""2"">IN THE BOX</th></tr>
<tr>
<td class=""specsValue"" colspan=""2"">Watch:Case:Warranty Card</td>
</tr>
</tbody>
</table>",/b/w/bw02-timex-400x400-imadpahxvhmv33ye.jpeg,,"Use config","Timex BW02 Analog Watch - For Men",1255.0000,"<ul class=""key-specifications fk-ul-disc lpadding20 line fk-font-11 fk-fontlight"">
<li class=""key-specification tmargin2 bmargin2"">Dial Color: White, Golden</li>
<li class=""key-specification tmargin2 bmargin2"">Dial Shape: Round</li>
<li class=""key-specification tmargin2 bmargin2"">Strap Color: Golden</li>
<li class=""key-specification tmargin2 bmargin2""><span style=""font-size: 1.17em;"">Key Features of Timex BW02 Analog Watch - For Men</span>
<ul class=""keyFeaturesList"">
<li>Dial Color: White, Golden</li>
<li>Dial Shape: Round</li>
<li>Strap Color: Golden</li>
</ul>
</li>
</ul>",/b/w/bw02-timex-400x400-imadpahxvhmv33ye.jpeg,,,1,/b/w/bw02-timex-400x400-imadpahxvhmv33ye.jpeg,,"2015-06-07 15:16:57",timex-bw02-analog-watch-for-men,4,1.0000,1.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/b/w/bw02-timex-400x400-imadpahxvhmv33ye.jpeg,,1,0
,,,,Watches/Wristwatches,Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pigeon Belita Combi 5 L & 3L PACK",,Default,simple,"Home Appliances",Home,base,"<div class=""productSpecs specSection"">
<h3 class=""sectionTitle"">Specifications of Pigeon Belita Combi 5 L Pressure Cooker (Induction Bottom, Aluminium)</h3>
<table class=""specTable"" cellspacing=""0"">
<tbody>
<tr><th class=""groupHead"" colspan=""2"">GENERAL</th></tr>
<tr>
<td class=""specsKey"">Brand</td>
<td class=""specsValue"">Pigeon</td>
</tr>
<tr>
<td class=""specsKey"">Model Number</td>
<td class=""specsValue"">Pigeon Belita Combi</td>
</tr>
<tr>
<td class=""specsKey"">Induction Bottom</td>
<td class=""specsValue"">Yes</td>
</tr>
<tr>
<td class=""specsKey"">Shade</td>
<td class=""specsValue"">Red</td>
</tr>
<tr>
<td class=""specsKey"">Type</td>
<td class=""specsValue"">Pressure Cooker</td>
</tr>
<tr>
<td class=""specsKey"">Lid Type</td>
<td class=""specsValue"">Outer Lid</td>
</tr>
<tr>
<td class=""specsKey"">Model Name</td>
<td class=""specsValue"">Belita Combi</td>
</tr>
<tr>
<td class=""specsKey"">Material</td>
<td class=""specsValue"">Aluminium</td>
</tr>
<tr>
<td class=""specsKey"">Finish</td>
<td class=""specsValue"">Matte</td>
</tr>
<tr>
<td class=""specsKey"">Capacity</td>
<td class=""specsValue"">5 L</td>
</tr>
<tr>
<td class=""specsKey"">Color</td>
<td class=""specsValue"">Red</td>
</tr>
</tbody>
</table>
<table class=""specTable"" cellspacing=""0"">
<tbody>
<tr><th class=""groupHead"" colspan=""2"">BODY AND DESIGN FEATURES</th></tr>
<tr>
<td class=""specsKey"">Other Body and Design Features</td>
<td class=""specsValue"">Tansparent Lid Made of Toughend Glass with Stainless Steel Rim, User-Friendly Short Handles, Ceramic Coating, Durable</td>
</tr>
<tr>
<td class=""specsKey"">Pressure Indicator</td>
<td class=""specsValue"">No</td>
</tr>
<tr>
<td class=""specsKey"">Heat Resistant Valve Cap</td>
<td class=""specsValue"">Yes</td>
</tr>
<tr>
<td class=""specsKey"">Rack Included</td>
<td class=""specsValue"">No</td>
</tr>
<tr>
<td class=""specsKey"">Base Features</td>
<td class=""specsValue"">Perforated Base, Anti Bulging Base</td>
</tr>
<tr>
<td class=""specsKey"">Rubber Gasket Included</td>
<td class=""specsValue"">Yes</td>
</tr>
</tbody>
</table>
<table class=""specTable"" cellspacing=""0"">
<tbody>
<tr><th class=""groupHead"" colspan=""2"">IN THE BOX</th></tr>
<tr>
<td class=""specsValue"" colspan=""2"">1 Pressure Cooker bowl 5L, 1 Pressure Cooker Bowl 3L, 1 pressure cooking lid, 1 Strainer Lid, 1 Serving Lid</td>
</tr>
</tbody>
</table>
<table class=""specTable"" cellspacing=""0"">
<tbody>
<tr><th class=""groupHead"" colspan=""2"">WARRANTY</th></tr>
<tr>
<td class=""specsKey"">Warranty Summary</td>
<td class=""specsValue"">1 Years Pigeon Company Warranty</td>
</tr>
</tbody>
</table>
<table class=""specTable"" cellspacing=""0"">
<tbody>
<tr><th class=""groupHead"" colspan=""2"">ADDITIONAL FEATURES</th></tr>
<tr>
<td class=""specsKey"">Other Features</td>
<td class=""specsValue"">Scratch Resistant, Tansparent Lid Made of Toughend Glass with Stainless Steel Rim, User-Friendly Short Handles, Ceramic Coating, Durable</td>
</tr>
<tr>
<td class=""specsKey"">Dishwasher Safe</td>
<td class=""specsValue"">Yes</td>
</tr>
<tr>
<td class=""specsKey"">Measuring Scale</td>
<td class=""specsValue"">No</td>
</tr>
</tbody>
</table>
</div>
<div class=""ugcFeedbackTooltip-container"" data-origin=""ps"">&nbsp;</div>",/p/i/pigeon-belita-combi-pigeon-400x400-imae5tvjjke9erpf.jpeg,,"Use config","Pigeon Belita Combi 5L & 3L Pressure Cooker(Induction Bottom, Aluminium)",2800.0000,"<ul class=""keyFeaturesList"">
<li class=""key-specification tmargin2 bmargin2"">Induction Bottom</li>
<li class=""key-specification tmargin2 bmargin2"">5 L</li>
<li class=""key-specification tmargin2 bmargin2"">Outer Lid</li>
<li class=""key-specification tmargin2 bmargin2"">Aluminium</li>
<li class=""key-specification tmargin2 bmargin2""><span style=""font-size: 1.17em;"">Key Features of Pigeon Belita Combi 5 L Pressure Cooker</span></li>
<li>Metal Spoon Friendly</li>
<li>Scratch Resistant</li>
<li>Tansparent Lid Made of Toughend Glass with Stainless Steel Rim</li>
<li>User-Friendly Short Handles</li>
<li>Ceramic Coating</li>
<li>Durable</li>
</ul>",/p/i/pigeon-belita-combi-pigeon-400x400-imae5tvjarhjzdvp.jpeg,,,1,/p/i/pigeon-belita-combi-pigeon-400x400-imae5tvjarhjzdvp.jpeg,,"2015-06-08 10:38:50",pigeon-belita-combi-5l-3l-pressure-cooker-induction-bottom-aluminium,4,1.0000,2.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/p/i/pigeon-belita-combi-pigeon-400x400-imae5tvjarhjzdvp.jpeg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/p/i/pigeon-belita-combi-pigeon-400x400-imae5tvjjke9erpf.jpeg,,2,1
"Pigeon All In One Super Cooker 5 L Pressure Cooker",,Default,simple,"Home Appliances",Home,base,"<h3 class=""sectionTitle"">Specifications of Pigeon All In One Super Cooker 5 L Pressure Cooker (Induction Bottom, Aluminium)</h3>
<table class=""specTable"" cellspacing=""0"">
<tbody>
<tr><th class=""groupHead"" colspan=""2"">GENERAL</th></tr>
<tr>
<td class=""specsKey"">Brand</td>
<td class=""specsValue"">Pigeon</td>
</tr>
<tr>
<td class=""specsKey"">Model Number</td>
<td class=""specsValue"">720R</td>
</tr>
<tr>
<td class=""specsKey"">Induction Bottom</td>
<td class=""specsValue"">Yes</td>
</tr>
<tr>
<td class=""specsKey"">Type</td>
<td class=""specsValue"">Pressure Cooker</td>
</tr>
<tr>
<td class=""specsKey"">Lid Type</td>
<td class=""specsValue"">Outer Lid</td>
</tr>
<tr>
<td class=""specsKey"">Model Name</td>
<td class=""specsValue"">All In One Super Cooker</td>
</tr>
<tr>
<td class=""specsKey"">Material</td>
<td class=""specsValue"">Aluminium</td>
</tr>
<tr>
<td class=""specsKey"">Capacity</td>
<td class=""specsValue"">5 L</td>
</tr>
<tr>
<td class=""specsKey"">Color</td>
<td class=""specsValue"">Red</td>
</tr>
</tbody>
</table>
<table class=""specTable"" cellspacing=""0"">
<tbody>
<tr><th class=""groupHead"" colspan=""2"">IN THE BOX</th></tr>
<tr>
<td class=""specsValue"" colspan=""2"">Guarantee Card, Transparent Lid, Manual Lid, Pressure Cooker, Strainer</td>
</tr>
</tbody>
</table>
<div class=""description specSection"">
<div class=""description-text"">
<p>Designed to complement any modern or traditional kitchen, this&nbsp;All In One Super Cooker from Pigeon&nbsp;is ideal for cooking a variety of sumptuous meals for a small group.</p>
<p><strong>3-in-1 Benefits</strong></p>
<p>Whether you want to pressure cook meat on those special occasions, steam vegetables for a healthy diet or make delicious curries, this pressure cooker is the right choice - it includes 3 types of lids.&nbsp;</p>
<p><strong>Made from Aluminium</strong></p>
<p>This pressure cooker is constructed from high-quality aluminium that ensures even distribution of heat and maximum years of superior performance.</p>
<p><strong>Induction Bottom</strong></p>
<p>Designed with an induction bottom, this cooker is compatible with both gas stoves and induction cooktops.&nbsp;</p>
</div>
</div>
<div class=""ugcFeedbackTooltip-container"" data-origin=""pd"">&nbsp;</div>",/7/2/720r-pigeon-400x400-imae5tvjnpfbpury.jpeg,,"Use config","Pigeon All In One Super Cooker 5 L Pressure Cooker(Induction Bottom, Aluminium)",2209.0000,"<ul class=""key-specifications fk-ul-disc lpadding20 line fk-font-11 fk-fontlight"">
<li class=""key-specification tmargin2 bmargin2"">Induction Bottom</li>
<li class=""key-specification tmargin2 bmargin2"">5 L</li>
<li class=""key-specification tmargin2 bmargin2"">Outer Lid</li>
<li class=""key-specification tmargin2 bmargin2"">Aluminium</li>
</ul>",/7/2/720r-pigeon-400x400-imae5tvjnpfbpury.jpeg,,,1,/7/2/720r-pigeon-400x400-imae5tvj6hgmc3br.jpeg,,"2015-06-08 11:11:43",pigeon-all-in-one-super-cooker-5-l-pressure-cooker-induction-bottom-aluminium,4,1.0000,2.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/7/2/720r-pigeon-400x400-imae5tvjnpfbpury.jpeg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/7/2/720r-pigeon-400x400-imae5tvj6hgmc3br.jpeg,,2,0
"Pigeon Hard Anodized LB Cooker - Xella 3.5L(Induction Bottom)",,Default,simple,"Home Appliances",Home,base,"<h3 class=""sectionTitle"">Specifications of Pigeon Hard Anodized LB Cooker - Xella 3.5 L Pressure Cooker (Induction Bottom, Aluminium)</h3>
<table class=""specTable"" cellspacing=""0"">
<tbody>
<tr><th class=""groupHead"" colspan=""2"">GENERAL</th></tr>
<tr>
<td class=""specsKey"">Brand</td>
<td class=""specsValue"">Pigeon</td>
</tr>
<tr>
<td class=""specsKey"">Model Number</td>
<td class=""specsValue"">91</td>
</tr>
<tr>
<td class=""specsKey"">Induction Bottom</td>
<td class=""specsValue"">Yes</td>
</tr>
<tr>
<td class=""specsKey"">Type</td>
<td class=""specsValue"">Pressure Cooker</td>
</tr>
<tr>
<td class=""specsKey"">Lid Type</td>
<td class=""specsValue"">Inner Lid</td>
</tr>
<tr>
<td class=""specsKey"">Model Name</td>
<td class=""specsValue"">Hard Anodized LB Cooker - Xella</td>
</tr>
<tr>
<td class=""specsKey"">Material</td>
<td class=""specsValue"">Aluminium</td>
</tr>
<tr>
<td class=""specsKey"">Finish</td>
<td class=""specsValue"">Matte</td>
</tr>
<tr>
<td class=""specsKey"">Capacity</td>
<td class=""specsValue"">3.5 L</td>
</tr>
<tr>
<td class=""specsKey"">Color</td>
<td class=""specsValue"">Black</td>
</tr>
</tbody>
</table>
<table class=""specTable"" cellspacing=""0"">
<tbody>
<tr><th class=""groupHead"" colspan=""2"">BODY AND DESIGN FEATURES</th></tr>
<tr>
<td class=""specsKey"">Pressure Indicator</td>
<td class=""specsValue"">No</td>
</tr>
<tr>
<td class=""specsKey"">Heat Resistant Valve Cap</td>
<td class=""specsValue"">Yes</td>
</tr>
<tr>
<td class=""specsKey"">Rack Included</td>
<td class=""specsValue"">No</td>
</tr>
<tr>
<td class=""specsKey"">Base Features</td>
<td class=""specsValue"">Perforated Base, Anti Bulging Base</td>
</tr>
<tr>
<td class=""specsKey"">Rubber Gasket Included</td>
<td class=""specsValue"">Yes</td>
</tr>
</tbody>
</table>
<table class=""specTable"" cellspacing=""0"">
<tbody>
<tr><th class=""groupHead"" colspan=""2"">IN THE BOX</th></tr>
<tr>
<td class=""specsValue"" colspan=""2"">Pressure Cooker, Manual, Guarantee Card</td>
</tr>
</tbody>
</table>
<table class=""specTable"" cellspacing=""0"">
<tbody>
<tr><th class=""groupHead"" colspan=""2"">DIMENSIONS</th></tr>
<tr>
<td class=""specsKey"">Height</td>
<td class=""specsValue"">335 mm</td>
</tr>
<tr>
<td class=""specsKey"">Width</td>
<td class=""specsValue"">185 mm</td>
</tr>
<tr>
<td class=""specsKey"">Depth</td>
<td class=""specsValue"">197 mm</td>
</tr>
</tbody>
</table>
<table class=""specTable"" cellspacing=""0"">
<tbody>
<tr><th class=""groupHead"" colspan=""2"">WARRANTY</th></tr>
<tr>
<td class=""specsKey"">Warranty Summary</td>
<td class=""specsValue"">2 Years Pigeon Company Warranty</td>
</tr>
</tbody>
</table>
<table class=""specTable"" cellspacing=""0"">
<tbody>
<tr><th class=""groupHead"" colspan=""2"">ADDITIONAL FEATURES</th></tr>
<tr>
<td class=""specsKey"">Other Features</td>
<td class=""specsValue"">Hard Anodized Pressure Cooker, Gasket Vent Release System, Strong and Sturdy Body, ISI Certification, Anti Deflecting Bottom, User Friendly Handle, Weight Valve, Food Grade Rubber Gasket, Gasket Release System, Safety Valve</td>
</tr>
</tbody>
</table>",/9/1/91-pigeon-400x400-imadvze6h8xqzjpn.jpeg,,"Use config","Pigeon Hard Anodized LB Cooker - Xella 3.5 L Pressure Cooker(Induction Bottom, Aluminium)",1469.0000,"<ul class=""key-specifications fk-ul-disc lpadding20 line fk-font-11 fk-fontlight"">
<li class=""key-specification tmargin2 bmargin2"">Induction Bottom</li>
<li class=""key-specification tmargin2 bmargin2"">3.5 L</li>
<li class=""key-specification tmargin2 bmargin2"">Inner Lid</li>
<li class=""key-specification tmargin2 bmargin2"">Aluminium</li>
<li class=""key-specification tmargin2 bmargin2""><span style=""font-size: 1.17em;"">Key Features of Pigeon Hard Anodized LB Cooker - Xella 3.5 L Pressure Cooker</span>
<ul class=""keyFeaturesList"">
<li>Anti Deflecting Bottom</li>
<li>Food Grade Rubber Gasket</li>
<li>Gasket Release System</li>
<li>Strong and Sturdy Body</li>
<li>Weight Valve</li>
<li>Gasket Vent Release System</li>
<li>Safety Valve</li>
</ul>
</li>
</ul>",/9/1/91-pigeon-400x400-imadvze6h8xqzjpn.jpeg,,,1,/9/1/91-pigeon-400x400-imadvze6h8xqzjpn.jpeg,,"2015-06-08 11:31:07",pigeon-hard-anodized-lb-cooker-xella-3-5-l-pressure-cooker-induction-bottom-aluminium,4,1.0000,1.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/9/1/91-pigeon-400x400-imadvze6h8xqzjpn.jpeg,,1,0
"Pigeon Hard Anodized LB Cooker Marvella 5.5 L Pressure Cooker",,Default,simple,"Home Appliances",Home,base,"<h3 class=""sectionTitle"">Specifications of Pigeon Hard Anodized LB Cooker Marvella 5.5 L Pressure Cooker (Induction Bottom, Aluminium)</h3>
<table class=""specTable"" cellspacing=""0"">
<tbody>
<tr><th class=""groupHead"" colspan=""2"">GENERAL</th></tr>
<tr>
<td class=""specsKey"">Brand</td>
<td class=""specsValue"">Pigeon</td>
</tr>
<tr>
<td class=""specsKey"">Model Number</td>
<td class=""specsValue"">96</td>
</tr>
<tr>
<td class=""specsKey"">Induction Bottom</td>
<td class=""specsValue"">Yes</td>
</tr>
<tr>
<td class=""specsKey"">Type</td>
<td class=""specsValue"">Pressure Cooker</td>
</tr>
<tr>
<td class=""specsKey"">Lid Type</td>
<td class=""specsValue"">Inner Lid</td>
</tr>
<tr>
<td class=""specsKey"">Model Name</td>
<td class=""specsValue"">Hard Anodized LB Cooker Marvella</td>
</tr>
<tr>
<td class=""specsKey"">Material</td>
<td class=""specsValue"">Aluminium</td>
</tr>
<tr>
<td class=""specsKey"">Finish</td>
<td class=""specsValue"">Matte</td>
</tr>
<tr>
<td class=""specsKey"">Capacity</td>
<td class=""specsValue"">5.5 L</td>
</tr>
<tr>
<td class=""specsKey"">Color</td>
<td class=""specsValue"">Black</td>
</tr>
</tbody>
</table>
<table class=""specTable"" cellspacing=""0"">
<tbody>
<tr><th class=""groupHead"" colspan=""2"">BODY AND DESIGN FEATURES</th></tr>
<tr>
<td class=""specsKey"">Pressure Indicator</td>
<td class=""specsValue"">No</td>
</tr>
<tr>
<td class=""specsKey"">Heat Resistant Valve Cap</td>
<td class=""specsValue"">Yes</td>
</tr>
<tr>
<td class=""specsKey"">Rack Included</td>
<td class=""specsValue"">No</td>
</tr>
<tr>
<td class=""specsKey"">Base Features</td>
<td class=""specsValue"">Perforated Base, Anti Bulging Base</td>
</tr>
<tr>
<td class=""specsKey"">Rubber Gasket Included</td>
<td class=""specsValue"">Yes</td>
</tr>
</tbody>
</table>
<table class=""specTable"" cellspacing=""0"">
<tbody>
<tr><th class=""groupHead"" colspan=""2"">IN THE BOX</th></tr>
<tr>
<td class=""specsValue"" colspan=""2"">Pressure Cooker, Manual, Guarantee Card</td>
</tr>
</tbody>
</table>
<table class=""specTable"" cellspacing=""0"">
<tbody>
<tr><th class=""groupHead"" colspan=""2"">WARRANTY</th></tr>
<tr>
<td class=""specsKey"">Warranty Summary</td>
<td class=""specsValue"">2 Years Pigeon Company Warranty</td>
</tr>
</tbody>
</table>
<table class=""specTable"" cellspacing=""0"">
<tbody>
<tr><th class=""groupHead"" colspan=""2"">ADDITIONAL FEATURES</th></tr>
<tr>
<td class=""specsKey"">Other Features</td>
<td class=""specsValue"">User Friendly Handle, Strong and Sturdy Body, Food Grade Rubber Gasket, Hard Anodized Pressure Cooker, Gasket Release System, ISI Certification, Safety Valve, Anti Deflecting Bottom, Weight Valve, Gasket Vent Release System</td>
</tr>
</tbody>
</table>",/9/6/96-pigeon-400x400-imadvze65yfkvckd.jpeg,,"Use config","Pigeon Hard Anodized LB Cooker Marvella 5.5 L Pressure Cooker(Induction Bottom, Aluminium)",1659.0000,"<ul class=""key-specifications fk-ul-disc lpadding20 line fk-font-11 fk-fontlight"">
<li class=""key-specification tmargin2 bmargin2"">Induction Bottom</li>
<li class=""key-specification tmargin2 bmargin2"">5.5 L</li>
<li class=""key-specification tmargin2 bmargin2"">Inner Lid</li>
<li class=""key-specification tmargin2 bmargin2"">Aluminium</li>
<li class=""key-specification tmargin2 bmargin2""><span style=""font-size: 1.17em;"">Key Features of Pigeon Hard Anodized LB Cooker Marvella 5.5 L Pressure Cooker</span>
<ul class=""keyFeaturesList"">
<li>Safety Valve</li>
<li>Anti Deflecting Bottom</li>
<li>Weight Valve</li>
<li>Food Grade Rubber Gasket</li>
<li>Gasket Vent Release System</li>
<li>Strong and Sturdy Body</li>
<li>Gasket Release System</li>
</ul>
</li>
</ul>",/9/6/96-pigeon-400x400-imadvze65yfkvckd.jpeg,,,1,/9/6/96-pigeon-400x400-imadvze65yfkvckd.jpeg,,"2015-06-08 12:08:10",pigeon-hard-anodized-lb-cooker-marvella-5-5-l-pressure-cooker-induction-bottom-aluminium,4,1.0000,1.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/9/6/96-pigeon-400x400-imadvze65yfkvckd.jpeg,,1,0
