sku,_store,_attribute_set,_type,_category,_root_category,_product_websites,description,image,image_label,msrp_display_actual_price_type,name,price,short_description,small_image,small_image_label,special_price,status,thumbnail,thumbnail_label,updated_at,url_key,visibility,weight,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_links_related_sku,_links_related_position,_links_crosssell_sku,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,_group_price_website,_group_price_customer_group,_group_price_price,_media_attribute_id,_media_image,_media_lable,_media_position,_media_is_disabled
,,,,Electronics,Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/n/o/nokia-lumia-1520-400x400-imadrbkpeyxthupp.jpeg,,2,0
,,,,"Electronics/Mobiles & Accessories ",Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/n/o/nokia-lumia-1520-400x400-imadrbkpfmzunuyp.jpeg,,3,0
,,,,"Electronics/Mobiles & Accessories /Mobile",Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Electronics/Mobiles & Accessories /Mobile/Microsoft",Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VR16J001Y,,Default,simple,Watches/Wristwatches,Home,base,"<h3 class=""sectionTitle"">Specifications of Q&amp;Q VR16J001Y Analog Watch - For Men</h3>
<table class=""specTable"" cellspacing=""0"">
<tbody>
<tr><th class=""groupHead"" colspan=""2"">GENERAL</th></tr>
<tr>
<td class=""specsKey"">Mechanism</td>
<td class=""specsValue"">Quartz</td>
</tr>
<tr>
<td class=""specsKey"">Type</td>
<td class=""specsValue"">Analog</td>
</tr>
<tr>
<td class=""specsKey"">Style Code</td>
<td class=""specsValue"">VR16J001Y</td>
</tr>
<tr>
<td class=""specsKey"">Ideal For</td>
<td class=""specsValue"">Men</td>
</tr>
<tr>
<td class=""specsKey"">Set Content</td>
<td class=""specsValue"">Guarantee Card, Watch</td>
</tr>
</tbody>
</table>
<table class=""specTable"" cellspacing=""0"">
<tbody>
<tr><th class=""groupHead"" colspan=""2"">DIAL DIMENSIONS</th></tr>
<tr>
<td class=""specsKey"">Diameter</td>
<td class=""specsValue"">40 mm</td>
</tr>
<tr>
<td class=""specsKey"">Weight</td>
<td class=""specsValue"">50 g</td>
</tr>
<tr>
<td class=""specsKey"">Thickness</td>
<td class=""specsValue"">11 mm</td>
</tr>
</tbody>
</table>
<table class=""specTable"" cellspacing=""0"">
<tbody>
<tr><th class=""groupHead"" colspan=""2"">WARRANTY</th></tr>
<tr>
<td class=""specsKey"">&nbsp;</td>
<td class=""specsValue"">1 Year International Warranty</td>
</tr>
</tbody>
</table>
<table class=""specTable"" cellspacing=""0"">
<tbody>
<tr><th class=""groupHead"" colspan=""2"">IN THE BOX</th></tr>
<tr>
<td class=""specsValue"" colspan=""2"">Cushion</td>
</tr>
</tbody>
</table>
<table class=""specTable"" cellspacing=""0"">
<tbody>
<tr><th class=""groupHead"" colspan=""2"">BODY FEATURES</th></tr>
<tr>
<td class=""specsKey"">Dial Shape</td>
<td class=""specsValue"">Round</td>
</tr>
<tr>
<td class=""specsKey"">Box Material</td>
<td class=""specsValue"">Metal</td>
</tr>
<tr>
<td class=""specsKey"">Strap Color</td>
<td class=""specsValue"">Black</td>
</tr>
<tr>
<td class=""specsKey"">Case / Bezel Material</td>
<td class=""specsValue"">Stainless Steel Back Case</td>
</tr>
<tr>
<td class=""specsKey"">Water Resistant</td>
<td class=""specsValue"">Yes</td>
</tr>
<tr>
<td class=""specsKey"">Water Resistance Depth</td>
<td class=""specsValue"">100 m</td>
</tr>
<tr>
<td class=""specsKey"">Clasp Type</td>
<td class=""specsValue"">Buckle</td>
</tr>
<tr>
<td class=""specsKey"">Dial Color</td>
<td class=""specsValue"">Metallic Black</td>
</tr>
<tr>
<td class=""specsKey"">Strap Material</td>
<td class=""specsValue"">Rubber Strap</td>
</tr>
</tbody>
</table>",/v/r/vr16j001y-q-q-400x400-imadv4buhujqrfv8.jpeg,,"Use config","Q&Q VR16J001Y Analog Watch - For Men",1295.0000,"<ul class=""keyFeaturesList"">
<li>Buckle Clasp</li>
<li>Round Dial</li>
<li>Black Strap</li>
<li>Water Resistant</li>
<li>Stainless Steel Back Case</li>
</ul>",/v/r/vr16j001y-q-q-400x400-imadv4burhcj5dwq.jpeg,,1195.0000,1,/v/r/vr16j001y-q-q-400x400-imadv4bu7depd5gf.jpeg,,"2015-07-15 18:09:42",q-q-vr16j001y-analog-watch-for-men,4,50.0000,3.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/v/r/vr16j001y-q-q-400x400-imadv4buhujqrfv8.jpeg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/v/r/vr16j001y-q-q-400x400-imadv4burhcj5dwq.jpeg,,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/v/r/vr16j001y-q-q-400x400-imadv4bu7depd5gf.jpeg,,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/v/r/vr16j001y-q-q-400x400-imadv4bujf2ghhxz.jpeg,,4,1
"Usha New Infiniticook Halogen Oven 12 L Electric Deep Fryer",,Default,simple,,Home,base,"
<h3 class=""sectionTitle"">Specifications of Usha New Infiniticook Halogen Oven 12 L Electric Deep Fryer</h3>
<table class=""specTable"" cellspacing=""0"">
<tbody>
<tr><th class=""groupHead"" colspan=""2"">GENERAL</th></tr>
<tr>
<td class=""specsKey"">Brand</td>
<td class=""specsValue"">Usha</td>
</tr>
<tr>
<td class=""specsKey"">Suitable For</td>
<td class=""specsValue"">Vegetables, Fried Food, Cooking, Boiling</td>
</tr>
<tr>
<td class=""specsKey"">Model Number</td>
<td class=""specsValue"">New Infiniticook Halogen Oven</td>
</tr>
<tr>
<td class=""specsKey"">Shade</td>
<td class=""specsValue"">Black</td>
</tr>
<tr>
<td class=""specsKey"">Digital Display</td>
<td class=""specsValue"">Yes</td>
</tr>
<tr>
<td class=""specsKey"">Material</td>
<td class=""specsValue"">Stainless-Steel, Plastic</td>
</tr>
<tr>
<td class=""specsKey"">Capacity</td>
<td class=""specsValue"">12 L</td>
</tr>
<tr>
<td class=""specsKey"">Detachable Oil Tank</td>
<td class=""specsValue"">No</td>
</tr>
<tr>
<td class=""specsKey"">Color</td>
<td class=""specsValue"">Black, Silver, White</td>
</tr>
</tbody>
</table>
<table class=""specTable"" cellspacing=""0"">
<tbody>
<tr><th class=""groupHead"" colspan=""2"">DISPLAY FEATURES</th></tr>
<tr>
<td class=""specsKey"">Digital Temperature Control</td>
<td class=""specsValue"">Yes</td>
</tr>
<tr>
<td class=""specsKey"">Digital Time Control</td>
<td class=""specsValue"">Yes</td>
</tr>
<tr>
<td class=""specsKey"">Light Indicator</td>
<td class=""specsValue"">Yes</td>
</tr>
</tbody>
</table>
<table class=""specTable"" cellspacing=""0"">
<tbody>
<tr><th class=""groupHead"" colspan=""2"">WARRANTY</th></tr>
<tr>
<td class=""specsKey"">Covered in Warranty</td>
<td class=""specsValue"">Warranty of the product is limited to manufacturing defects only.</td>
</tr>
<tr>
<td class=""specsKey"">Service Type</td>
<td class=""specsValue"">On-site Service, Customer needs to call the nearby Authorized Service Center, service engineer will come to the site to get the product repaired or inspected.</td>
</tr>
<tr>
<td class=""specsKey"">Warranty Summary</td>
<td class=""specsValue"">1 Year Company Warranty</td>
</tr>
<tr>
<td class=""specsKey"">Not Covered in Warranty</td>
<td class=""specsValue"">Warranty does not cover any external accessories (such as battery, cable, carrying bag), damage caused to the product due to improper installation by customer.</td>
</tr>
</tbody>
</table>
<table class=""specTable"" cellspacing=""0"">
<tbody>
<tr><th class=""groupHead"" colspan=""2"">DIMENSIONS</th></tr>
<tr>
<td class=""specsKey"">Weight</td>
<td class=""specsValue"">6 kg</td>
</tr>
</tbody>
</table>
<table class=""specTable"" cellspacing=""0"">
<tbody>
<tr><th class=""groupHead"" colspan=""2"">POWER FEATURES</th></tr>
<tr>
<td class=""specsKey"">Power Consumption</td>
<td class=""specsValue"">1300 W</td>
</tr>
<tr>
<td class=""specsKey"">Power Requirement</td>
<td class=""specsValue"">220-240 V, 50/60 Hz</td>
</tr>
<tr>
<td class=""specsKey"">Power Source</td>
<td class=""specsValue"">AC Adapter</td>
</tr>
</tbody>
</table>
<table class=""specTable"" cellspacing=""0"">
<tbody>
<tr><th class=""groupHead"" colspan=""2"">ADDITIONAL FEATURES</th></tr>
<tr>
<td class=""specsKey"">Cleaning and Care</td>
<td class=""specsValue"">Very Easy To Clean</td>
</tr>
<tr>
<td class=""specsKey"">Auto-off Timer</td>
<td class=""specsValue"">Yes</td>
</tr>
</tbody>
</table>
<table class=""specTable"" cellspacing=""0"">
<tbody>
<tr><th class=""groupHead"" colspan=""2"">IN THE BOX</th></tr>
<tr>
<td class=""specsValue"" colspan=""2"">User Manual</td>
</tr>
</tbody>
</table>",/h/a/halogen-oven-3212.jpg,,"Use config","Halogen Oven 3212",7299.0000,"<ul>
<li>Air fryer technology (Halogen air) preserves essential nutrients in food</li>
<li>Hot air methodology cooks food faster</li>
<li>Low fat precision cooking to provide you healthy food</li>
<li>Multi-purpose use in baking, grilling, roasting, deep frying with 1 tsp oil, de-frosting &amp; barbeque</li>
<li>Digital panel and timer for precision cooking</li>
<li>Large glass bowl for 360&deg; view while you cook</li>
<li>Provides a capacity of 12L</li>
<li>Over heat protection</li>
</ul>",/h/a/halogen-oven-3212.jpg,,,1,/h/a/halogen-oven-3212.jpg,,"2015-05-30 18:39:38",halogen-oven-3212,4,1.0000,1.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/h/a/halogen-oven-3212.jpg,,1,0
,,,,"Home Appliances",Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/h/a/halogen_oven_3212_0.jpg,,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/h/a/halogen_oven_3212_1.jpg,,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/h/a/halogen_oven_3212_2.jpg,,4,0
"Q&Q A444J001Y Analog Watch - For Men",,Default,simple,,Home,base,"<h3 class=""sectionTitle"">Specifications of Q&amp;Q A444J001Y Analog Watch - For Men</h3>
<table class=""specTable"" cellspacing=""0"">
<tbody>
<tr><th class=""groupHead"" colspan=""2"">FUNCTIONS</th></tr>
<tr>
<td class=""specsKey"">Date Display</td>
<td class=""specsValue"">Yes</td>
</tr>
</tbody>
</table>
<table class=""specTable"" cellspacing=""0"">
<tbody>
<tr><th class=""groupHead"" colspan=""2"">DIAL DIMENSIONS</th></tr>
<tr>
<td class=""specsKey"">Diameter</td>
<td class=""specsValue"">42 mm</td>
</tr>
<tr>
<td class=""specsKey"">Weight</td>
<td class=""specsValue"">43 g</td>
</tr>
<tr>
<td class=""specsKey"">Thickness</td>
<td class=""specsValue"">11 mm</td>
</tr>
</tbody>
</table>
<table class=""specTable"" cellspacing=""0"">
<tbody>
<tr><th class=""groupHead"" colspan=""2"">GENERAL</th></tr>
<tr>
<td class=""specsKey"">Mechanism</td>
<td class=""specsValue"">Quartz</td>
</tr>
<tr>
<td class=""specsKey"">Type</td>
<td class=""specsValue"">Analog</td>
</tr>
<tr>
<td class=""specsKey"">Style Code</td>
<td class=""specsValue"">A444J001Y</td>
</tr>
<tr>
<td class=""specsKey"">Ideal For</td>
<td class=""specsValue"">Men</td>
</tr>
</tbody>
</table>
<table class=""specTable"" cellspacing=""0"">
<tbody>
<tr><th class=""groupHead"" colspan=""2"">WARRANTY</th></tr>
<tr>
<td class=""specsKey"">&nbsp;</td>
<td class=""specsValue"">1 Year International Warranty</td>
</tr>
</tbody>
</table>
<table class=""specTable"" cellspacing=""0"">
<tbody>
<tr><th class=""groupHead"" colspan=""2"">BODY FEATURES</th></tr>
<tr>
<td class=""specsKey"">Box Material</td>
<td class=""specsValue"">Cardboard</td>
</tr>
<tr>
<td class=""specsKey"">Dial Shape</td>
<td class=""specsValue"">Round</td>
</tr>
<tr>
<td class=""specsKey"">Strap Color</td>
<td class=""specsValue"">Black</td>
</tr>
<tr>
<td class=""specsKey"">Case / Bezel Material</td>
<td class=""specsValue"">Plastic Case</td>
</tr>
<tr>
<td class=""specsKey"">Water Resistant</td>
<td class=""specsValue"">Yes</td>
</tr>
<tr>
<td class=""specsKey"">Water Resistance Depth</td>
<td class=""specsValue"">100 m</td>
</tr>
<tr>
<td class=""specsKey"">Clasp Type</td>
<td class=""specsValue"">Buckle</td>
</tr>
<tr>
<td class=""specsKey"">Dial Color</td>
<td class=""specsValue"">White</td>
</tr>
<tr>
<td class=""specsKey"">Strap Material</td>
<td class=""specsValue"">Rubber Strap</td>
</tr>
</tbody>
</table>",/a/4/a444j001y-q-q-400x400-imadzrjdfkpsqbss.jpeg,,"Use config","Q&Q A444J001Y Analog Watch - For Men",1665.0000,"<div class=""specifications-wrap line unit"">
<ul class=""key-specifications fk-ul-disc lpadding20 line fk-font-11 fk-fontlight"">
<li class=""key-specification tmargin2 bmargin2"">Dial Color: White</li>
<li class=""key-specification tmargin2 bmargin2"">Dial Shape: Round</li>
<li class=""key-specification tmargin2 bmargin2"">Strap Color: Black</li>
</ul>
</div>
<div class=""warranty-wrap line size3of5 lastUnit"">
<div class=""warranties"">
<h3 class=""warranty-header"">WARRANTY</h3>
<div class=""warranty fk-fontlight""><span class=""warranty-text"">1 Year International Warranty</span></div>
</div>
</div>",/a/4/a444j001y-q-q-400x400-imadzrjdfkpsqbss.jpeg,,,1,/a/4/a444j001y-q-q-400x400-imadzrjdfkpsqbss.jpeg,,"2015-05-30 18:53:15",q-q-a444j001y-analog-watch-for-men,4,1.0000,20.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/a/4/a444j001y-q-q-400x400-imadzrjcarzcpthg.jpeg,,1,0
,,,,Watches,Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/a/4/a444j001y-q-q-400x400-imadzrjdfkpsqbss.jpeg,,2,0
,,,,Watches/Wristwatches,Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/a/4/a444j001y-q-q-400x400-imadzrjcfjaxyehd.jpeg,,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/a/4/a444j001y-q-q-400x400-imadzrjdbdhjhgg8.jpeg,,4,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/a/4/a444j001y-q-q-400x400-imadzrjcsdu2egnc.jpeg,,5,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/a/4/a444j001y-q-q-400x400-imadzrjdfvsqhshw.jpeg,,6,0
"Sandisk Dual Drive 32 GB Pen Drive(Black)",,Default,simple,Electronics,Home,base,"<h3 class=""sectionTitle"">Specifications of Sandisk Dual Drive 32 GB Pen Drive (Black)</h3>
<table class=""specTable"" cellspacing=""0"">
<tbody>
<tr><th class=""groupHead"" colspan=""2"">GENERAL SPECIFICATIONS</th></tr>
<tr>
<td class=""specsKey"">Interface</td>
<td class=""specsValue"">USB 2.0</td>
</tr>
<tr>
<td class=""specsKey"">Brand</td>
<td class=""specsValue"">Sandisk</td>
</tr>
<tr>
<td class=""specsKey"">Capacity (GB)</td>
<td class=""specsValue"">32 GB</td>
</tr>
<tr>
<td class=""specsKey"">Model</td>
<td class=""specsValue"">Dual Drive</td>
</tr>
<tr>
<td class=""specsKey"">Case Material</td>
<td class=""specsValue"">Plastic</td>
</tr>
<tr>
<td class=""specsKey"">Color</td>
<td class=""specsValue"">Black</td>
</tr>
</tbody>
</table>",/s/a/sandisk-dual-drive-400x400-imadu4swzhx4kzff.jpeg,,"Use config","Sandisk Dual Drive 32 GB Pen Drive",1199.0000,"<table class=""specTable"" cellspacing=""0"">
<tbody>
<tr><th class=""groupHead"" colspan=""2"">WARRANTY</th></tr>
<tr>
<td class=""specsKey"">Covered in Warranty</td>
<td class=""specsValue"">Manufacturing Defects only</td>
</tr>
<tr>
<td class=""specsKey"">Service Type</td>
<td class=""specsValue"">Replacement from nearest service center</td>
</tr>
<tr>
<td class=""specsKey"">Warranty Summary</td>
<td class=""specsValue"">5 Years Warranty</td>
</tr>
<tr>
<td class=""specsKey"">Not Covered in Warranty</td>
<td class=""specsValue"">Burnt or Physically Damaged</td>
</tr>
</tbody>
</table>
<table class=""specTable"" cellspacing=""0"">
<tbody>
<tr><th class=""groupHead"" colspan=""2"">IN THE BOX</th></tr>
<tr>
<td class=""specsValue"" colspan=""2"">1 Pendrive</td>
</tr>
</tbody>
</table>",/s/a/sandisk-dual-drive-400x400-imadu4swzhx4kzff.jpeg,,,1,/s/a/sandisk-dual-drive-400x400-imadu4swzhx4kzff.jpeg,,"2015-05-30 20:14:20",sandisk-dual-drive-32-gb-pen-drive,4,1.0000,1.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/s/a/sandisk-dual-drive-400x400-imadu4swzhx4kzff.jpeg,,1,0
,,,,"Electronics/Mobiles & Accessories ",Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Phonokart Flip Cover for Samsung Galaxy Note Iii Neo (N7502)",,Default,simple,Electronics,Home,base,"<h3 class=""sectionTitle"">pecifications of Phonokart Flip Cover for Samsung Galaxy Note Iii Neo (N7502) (Hotpink)</h3>
<table class=""specTable"" cellspacing=""0"">
<tbody>
<tr><th class=""groupHead"" colspan=""2"">GENERAL</th></tr>
<tr>
<td class=""specsKey"">Brand</td>
<td class=""specsValue"">Phonokart</td>
</tr>
<tr>
<td class=""specsKey"">Shade</td>
<td class=""specsValue"">Hotpink</td>
</tr>
<tr>
<td class=""specsKey"">Material</td>
<td class=""specsValue"">Artificial Leather</td>
</tr>
<tr>
<td class=""specsKey"">Designed for</td>
<td class=""specsValue"">Samsung Galaxy Note Iii Neo (N7502)</td>
</tr>
<tr>
<td class=""specsKey"">Model ID</td>
<td class=""specsValue"">CFSGN7502-HPNK</td>
</tr>
<tr>
<td class=""specsKey"">Color</td>
<td class=""specsValue"">Pink</td>
</tr>
</tbody>
</table>",no_selection,,"Use config","Phonokart Flip Cover for Samsung Galaxy Note Iii Neo (N7502)",499.0000,"<h3 class=""sectionTitle"">Phonokart Flip Cover for Samsung Galaxy Note Iii Neo (N7502) (Hotpink) Price: Rs. 490</h3>
<div class=""description-text"">Cherry Flip Case select imported leather and Soft Jacket design, thin slip, delicate texture, outstanding visual. Super fiber lining, soft and air permeable, protect the screen protector. Bottom uses imported environmental PC material, salient point design, and jewelry color painting, extraordinary touch and shockproof. The joint of flip cover and bottom shield are manmade, smooth beautiful and durable. Advanced Technology, details decide the quality.</div>",no_selection,,,1,/p/h/phonokart-cfxm2s-wht-400x400-imae5vxzsxhw23qk.jpeg,,"2015-06-02 11:01:25",phonokart-flip-cover-for-samsung-galaxy-note-iii-neo-n7502,4,1.0000,5.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/p/h/phonokart-cfxm2s-wht-400x400-imae5vxzsxhw23qk.jpeg,,1,0
,,,,"Electronics/Mobiles & Accessories ",Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Q&Q A164-201Y Analog Watch - For Men",,Default,simple,Watches,Home,base,"<div class=""keyFeatures specSection"">
<h3 class=""sectionTitle"">Key Features of Q&amp;Q A164-201Y Analog Watch - For Men</h3>
<ul class=""keyFeaturesList"">
<li>Water Resistant</li>
<li>Silver Strap</li>
<li>Three Fold Clasp</li>
<li>Round Dial</li>
</ul>
</div>
<div class=""hsame-alt-reco"">&nbsp;</div>
<div class=""rpdSection"">&nbsp;</div>
<div id=""reco-module-wrapper"" data-paginated=""true"" data-oos=""false"" data-hcross=""true"" data-bundle=""true"" data-pid=""WATDV45GGSVUUDX5"" data-vcross=""false"" data-compacc=""false"" data-samevertical=""false"" data-samehorizontal=""false"" data-altsamehorizontal=""false"" data-session=""true"" data-recentpurchase=""false"" data-pageid=""pp"">&nbsp;</div>
<div class=""hcross-reco"">&nbsp;</div>
<div class=""productSpecs specSection"">
<h3 class=""sectionTitle"">Specifications of Q&amp;Q A164-201Y Analog Watch - For Men</h3>
<table class=""specTable"" cellspacing=""0"">
<tbody>
<tr><th class=""groupHead"" colspan=""2"">FUNCTIONS</th></tr>
<tr>
<td class=""specsKey"">Date Display</td>
<td class=""specsValue"">Yes</td>
</tr>
<tr>
<td class=""specsKey"">Other Functions</td>
<td class=""specsValue"">Day Display</td>
</tr>
</tbody>
</table>
<table class=""specTable"" cellspacing=""0"">
<tbody>
<tr><th class=""groupHead"" colspan=""2"">DIAL DIMENSIONS</th></tr>
<tr>
<td class=""specsKey"">Diameter</td>
<td class=""specsValue"">36 mm</td>
</tr>
<tr>
<td class=""specsKey"">Weight</td>
<td class=""specsValue"">67 g</td>
</tr>
<tr>
<td class=""specsKey"">Other Dimensions</td>
<td class=""specsValue"">Dial Diameter - 31 mm, Strap Length - 155 mm, Strap Width - 18 mm</td>
</tr>
<tr>
<td class=""specsKey"">Thickness</td>
<td class=""specsValue"">9 mm</td>
</tr>
</tbody>
</table>
<table class=""specTable"" cellspacing=""0"">
<tbody>
<tr><th class=""groupHead"" colspan=""2"">GENERAL</th></tr>
<tr>
<td class=""specsKey"">Mechanism</td>
<td class=""specsValue"">Quartz</td>
</tr>
<tr>
<td class=""specsKey"">Type</td>
<td class=""specsValue"">Analog</td>
</tr>
<tr>
<td class=""specsKey"">Style Code</td>
<td class=""specsValue"">A164-201Y</td>
</tr>
<tr>
<td class=""specsKey"">Ideal For</td>
<td class=""specsValue"">Men</td>
</tr>
</tbody>
</table>
<table class=""specTable"" cellspacing=""0"">
<tbody>
<tr><th class=""groupHead"" colspan=""2"">WARRANTY</th></tr>
<tr>
<td class=""specsKey"">&nbsp;</td>
<td class=""specsValue"">1 Year International Warranty</td>
</tr>
</tbody>
</table>
<table class=""specTable"" cellspacing=""0"">
<tbody>
<tr><th class=""groupHead"" colspan=""2"">BODY FEATURES</th></tr>
<tr>
<td class=""specsKey"">Box Material</td>
<td class=""specsValue"">Cardboard</td>
</tr>
<tr>
<td class=""specsKey"">Dial Shape</td>
<td class=""specsValue"">Round</td>
</tr>
<tr>
<td class=""specsKey"">Strap Type</td>
<td class=""specsValue"">Bracelet</td>
</tr>
<tr>
<td class=""specsKey"">Strap Color</td>
<td class=""specsValue"">Silver</td>
</tr>
<tr>
<td class=""specsKey"">Water Resistant</td>
<td class=""specsValue"">Yes</td>
</tr>
<tr>
<td class=""specsKey"">Water Resistance Depth</td>
<td class=""specsValue"">50 m</td>
</tr>
<tr>
<td class=""specsKey"">Clasp Type</td>
<td class=""specsValue"">Three Fold Clasp</td>
</tr>
<tr>
<td class=""specsKey"">Dial Color</td>
<td class=""specsValue"">Off White</td>
</tr>
<tr>
<td class=""specsKey"">Strap Material</td>
<td class=""specsValue"">Stainless Steel Strap</td>
</tr>
</tbody>
</table>
</div>",/a/1/a164-201y-q-q-400x400-imae2u5asa8zwmwc.jpeg,,"Use config","Q&Q A164-201Y Analog Watch - For Men",1395.0000,"<div class=""specifications-wrap line unit"">
<ul class=""key-specifications fk-ul-disc lpadding20 line fk-font-11 fk-fontlight"">
<li class=""key-specification tmargin2 bmargin2"">Dial Color: Off White</li>
<li class=""key-specification tmargin2 bmargin2"">Dial Shape: Round</li>
<li class=""key-specification tmargin2 bmargin2"">Strap Color: Silver</li>
</ul>
</div>
<div class=""warranty-wrap line size3of5 lastUnit"">
<div class=""warranties"">
<h3 class=""warranty-header"">WARRANTY</h3>
<div class=""warranty fk-fontlight""><span class=""warranty-text"">1 Year International Warranty</span></div>
</div>
</div>",/a/1/a164-201y-q-q-400x400-imae2u5adygfbkbj.jpeg,,,1,/a/1/a164-201y-q-q-400x400-imae2u5ajzxzguts.jpeg,,"2015-05-31 14:19:08",q-q-a164-201y-analog-watch-for-men,4,1.0000,1.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/a/1/a164-201y-q-q-400x400-imae2u5adygfbkbj.jpeg,,1,0
,,,,Watches/Wristwatches,Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/a/1/a164-201y-q-q-400x400-imae2u5agr4grdxs.jpeg,,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/a/1/a164-201y-q-q-400x400-imae2u5asa8zwmwc.jpeg,,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/a/1/a164-201y-q-q-400x400-imae2u5ajzxzguts.jpeg,,4,0
